time,latitude,longitude,speed,original_file,image_file,obj_class_name,obj_class,x,y,w,h,confidences,box_area,is_on_bus_line,year,month,day,weekday,hour,date
2021-11-15 18:20:53,37.86895555555556,-122.25749444444445,16.0934,GRMN_Bancroft_1027.MP4,GRMN_Bancroft_1027_1528.jpg,amazon_truck,6,0.2515625059604645,0.4527777731418609,0.1437499970197677,0.2074074000120163,0.8668748140335083,0.029814813133605112,False,2021,11,15,1,10,2021-11-15
2021-11-15 18:20:11,37.86920277777778,-122.25573333333334,17.7027,GRMN_Bancroft_1027.MP4,GRMN_Bancroft_1027_264.jpg,bus,1,0.4596354067325592,0.4356481432914734,0.026562500745058,0.050925925374031,0.8547288775444031,0.0013527199306904666,False,2021,11,15,1,10,2021-11-15
2021-11-15 18:20:16,37.869166666666665,-122.25602777777776,17.7027,GRMN_Bancroft_1027.MP4,GRMN_Bancroft_1027_397.jpg,fedex_truck,4,0.8111979365348816,0.6439814567565918,0.3755208253860473,0.4675925970077514,0.8821462392807007,0.1755907579727562,False,2021,11,15,1,10,2021-11-15
2021-11-15 18:21:01,37.868875,-122.25797222222222,14.4841,GRMN_Bancroft_1027.MP4,GRMN_Bancroft_1027_1800.jpg,fedex_truck,4,0.5354166626930237,0.4625000059604645,0.0750000029802322,0.1138888895511627,0.8522816300392151,0.008541667055752539,False,2021,11,15,1,10,2021-11-15
2021-11-15 18:21:08,37.868852777777775,-122.258375,16.0934,GRMN_Bancroft_1028.MP4,GRMN_Bancroft_1028_169.jpg,bus,1,0.8611978888511658,0.4962962865829468,0.2776041626930237,0.8240740895271301,0.8915984034538269,0.2287663976201948,False,2021,11,15,1,10,2021-11-15
2021-11-15 18:21:08,37.868852777777775,-122.258375,16.0934,GRMN_Bancroft_1028.MP4,GRMN_Bancroft_1028_155.jpg,fedex_truck,4,0.8106771111488342,0.5027777552604675,0.3786458373069763,0.8277778029441833,0.8523045778274536,0.31343461929992955,True,2021,11,15,1,10,2021-11-15
2021-11-15 18:23:01,37.86861666666667,-122.26023888888888,12.8747,GRMN_Bancroft_1029.MP4,GRMN_Bancroft_1029_1794.jpg,bus,1,0.5166666507720947,0.4486111104488373,0.0479166656732559,0.108333334326744,0.8532587885856628,0.005190972162203649,False,2021,11,15,1,10,2021-11-15
2021-10-04 20:15:01,37.86750833333333,-122.25418055555556,17.7027,GRMN_Bancroft_103.MP4,GRMN_Bancroft_103_1288.jpg,amazon_truck,6,0.8377603888511658,0.4925926029682159,0.3213541805744171,0.8629629611968994,0.855438768863678,0.2773167552615021,False,2021,10,4,1,13,2021-10-04
2021-10-04 20:14:50,37.866997222222224,-122.25403888888889,17.7027,GRMN_Bancroft_103.MP4,GRMN_Bancroft_103_930.jpg,bus,1,0.5406249761581421,0.5791666507720947,0.0322916656732559,0.0564814805984497,0.9113852381706238,0.0018238810882156274,False,2021,10,4,1,13,2021-10-04
2021-10-04 20:14:59,37.86740277777778,-122.25413333333331,16.0934,GRMN_Bancroft_103.MP4,GRMN_Bancroft_103_1205.jpg,bus,1,0.6031249761581421,0.5958333611488342,0.1000000014901161,0.1972222179174423,0.8533937931060791,0.01972222208562823,False,2021,10,4,1,13,2021-10-04
2021-10-04 20:15:15,37.86797222222222,-122.25431944444443,9.656,GRMN_Bancroft_103.MP4,GRMN_Bancroft_103_1681.jpg,bus,1,0.5192708373069763,0.5615741014480591,0.0437499992549419,0.0842592567205429,0.8745822906494141,0.00368634241874571,False,2021,10,4,1,13,2021-10-04
2021-10-04 20:14:46,37.86680833333333,-122.25400555555557,14.4841,GRMN_Bancroft_103.MP4,GRMN_Bancroft_103_813.jpg,fedex_truck,4,0.1111979186534881,0.5888888835906982,0.2223958373069763,0.4907407462596893,0.8737210035324097,0.10913869916507399,False,2021,10,4,1,13,2021-10-04
2021-10-04 20:14:56,37.86725277777778,-122.25410833333332,16.0934,GRMN_Bancroft_103.MP4,GRMN_Bancroft_103_1120.jpg,fedex_truck,4,0.0630208328366279,0.6555555462837219,0.125,0.2981481552124023,0.8563629388809204,0.037268519401550286,False,2021,10,4,1,13,2021-10-04
2021-10-04 20:15:02,37.867558333333335,-122.25420833333334,17.7027,GRMN_Bancroft_103.MP4,GRMN_Bancroft_103_1303.jpg,ups_truck,5,0.871874988079071,0.5134259462356567,0.25,0.8990740776062012,0.8621381521224976,0.2247685194015503,False,2021,10,4,1,13,2021-10-04
2021-11-15 18:23:07,37.868575,-122.26058611111112,16.0934,GRMN_Bancroft_1030.MP4,GRMN_Bancroft_1030_141.jpg,fedex_truck,4,0.571093738079071,0.4435185194015503,0.1276041716337204,0.2555555701255798,0.8812429308891296,0.03260995683225775,True,2021,11,15,1,10,2021-11-15
2021-11-15 18:23:11,37.86857222222222,-122.26081388888888,14.4841,GRMN_Bancroft_1030.MP4,GRMN_Bancroft_1030_250.jpg,fedex_truck,4,0.8010416626930237,0.4634259343147278,0.3895833194255829,0.9268518686294556,0.883269190788269,0.3610860275964676,True,2021,11,15,1,10,2021-11-15
2021-11-15 18:51:58,37.86852222222223,-122.26050833333332,19.3121,GRMN_Bancroft_1034.MP4,GRMN_Bancroft_1034_1600.jpg,bus,1,0.515625,0.4467592537403106,0.0666666701436042,0.1435185223817825,0.8860194683074951,0.00956790199112377,False,2021,11,15,1,10,2021-11-15
2021-11-15 18:53:49,37.867669444444445,-122.26703055555556,6.4374,GRMN_Bancroft_1036.MP4,GRMN_Bancroft_1036_1349.jpg,bus,1,0.3661458194255829,0.4722222089767456,0.1312499940395355,0.2240740805864334,0.8997063636779785,0.02940972174138378,False,2021,11,15,1,10,2021-11-15
2021-11-15 18:53:49,37.867669444444445,-122.26703055555556,6.4374,GRMN_Bancroft_1036.MP4,GRMN_Bancroft_1036_1349.jpg,ups_truck,5,0.6580728888511658,0.5254629850387573,0.1598958373069763,0.239814817905426,0.8637082576751709,0.03834539110760814,True,2021,11,15,1,10,2021-11-15
2021-11-15 19:16:06,37.867158333333336,-122.25416666666666,19.3121,GRMN_Bancroft_1037.MP4,GRMN_Bancroft_1037_27.jpg,amazon_truck,6,0.8570312261581421,0.5675926208496094,0.2828125059604645,0.6759259104728699,0.893886923789978,0.1911603005844409,False,2021,11,15,1,11,2021-11-15
2021-11-15 19:16:14,37.867577777777775,-122.2542611111111,17.7027,GRMN_Bancroft_1037.MP4,GRMN_Bancroft_1037_251.jpg,bus,1,0.4677083194255829,0.4518518447875976,0.0843750014901161,0.0648148134350776,0.8520634770393372,0.0054687499801662695,False,2021,11,15,1,11,2021-11-15
2021-11-15 19:18:58,37.86879722222222,-122.25872222222222,11.2654,GRMN_Bancroft_1039.MP4,GRMN_Bancroft_1039_1560.jpg,fedex_truck,4,0.8776041865348816,0.5560185313224792,0.2447916716337204,0.6842592358589172,0.8698515295982361,0.1675009621767165,True,2021,11,15,1,11,2021-11-15
2021-10-04 20:15:19,37.86808333333333,-122.25435,11.2654,GRMN_Bancroft_104.MP4,GRMN_Bancroft_104_26.jpg,bus,1,0.4966145753860473,0.5486111044883728,0.030729167163372,0.0620370358228683,0.8701841831207275,0.001906346444121017,False,2021,10,4,1,13,2021-10-04
2021-10-04 20:15:40,37.86917777777778,-122.2545638888889,6.4374,GRMN_Bancroft_104.MP4,GRMN_Bancroft_104_634.jpg,bus,1,0.0835937485098838,0.5736111402511597,0.1661458313465118,0.2731481492519378,0.9187963604927064,0.0453824263382243,False,2021,10,4,1,13,2021-10-04
2021-10-04 20:15:59,37.86934166666667,-122.25489444444445,1.6093,GRMN_Bancroft_104.MP4,GRMN_Bancroft_104_1222.jpg,bus,1,0.3598958253860473,0.5564814805984497,0.3531250059604645,0.6481481194496155,0.9275562167167664,0.2288773085439093,False,2021,10,4,1,13,2021-10-04
2021-10-04 20:16:17,37.86931111111111,-122.25501111111112,11.2654,GRMN_Bancroft_104.MP4,GRMN_Bancroft_104_1740.jpg,bus,1,0.5434895753860474,0.5800926089286804,0.084895834326744,0.182407408952713,0.9132644534111024,0.015485629170420163,False,2021,10,4,1,13,2021-10-04
2021-11-15 19:19:24,37.86876388888889,-122.25901944444443,16.0934,GRMN_Bancroft_1040.MP4,GRMN_Bancroft_1040_569.jpg,fedex_truck,4,0.2864583432674408,0.4375,0.1062500029802322,0.1879629641771316,0.8919317722320557,0.01997106550399351,False,2021,11,15,1,11,2021-11-15
2021-11-15 19:23:37,37.86841666666667,-122.26152222222224,14.4841,GRMN_Bancroft_1044.MP4,GRMN_Bancroft_1044_900.jpg,fedex_truck,4,0.3492187559604645,0.5189814567565918,0.100520834326744,0.1564814746379852,0.8582626581192017,0.0157296483872895,False,2021,11,15,1,11,2021-11-15
2021-11-15 19:48:53,37.86880833333333,-122.25854166666667,17.7027,GRMN_Bancroft_1048.MP4,GRMN_Bancroft_1048_506.jpg,amazon_truck,6,0.7736979126930237,0.5666666626930237,0.3630208373069763,0.5407407283782959,0.8974002599716187,0.19630015198187323,True,2021,11,15,1,11,2021-11-15
2021-11-15 19:48:54,37.8688,-122.25861111111112,16.0934,GRMN_Bancroft_1048.MP4,GRMN_Bancroft_1048_530.jpg,fedex_truck,4,0.8408854007720947,0.5643518567085266,0.3130208253860473,0.7009259462356567,0.8698625564575195,0.2194044182251815,True,2021,11,15,1,11,2021-11-15
2021-11-15 19:49:51,37.86869166666667,-122.25967777777778,6.4374,GRMN_Bancroft_1049.MP4,GRMN_Bancroft_1049_431.jpg,amazon_truck,6,0.1906249970197677,0.512499988079071,0.2770833373069763,0.3361110985279083,0.8888739347457886,0.09313078488602677,False,2021,11,15,1,11,2021-11-15
2021-10-04 20:16:27,37.869225,-122.2555611111111,19.3121,GRMN_Bancroft_105.MP4,GRMN_Bancroft_105_263.jpg,bus,1,0.5135416388511658,0.5606481432914734,0.027083333581686,0.0564814805984497,0.8598648905754089,0.001529706780235339,False,2021,10,4,1,13,2021-10-04
2021-10-04 20:16:38,37.86914166666666,-122.25622777777778,17.7027,GRMN_Bancroft_105.MP4,GRMN_Bancroft_105_579.jpg,bus,1,0.5286458134651184,0.5615741014480591,0.0364583320915699,0.0787037014961242,0.863420307636261,0.0028694056859814828,False,2021,10,4,1,13,2021-10-04
2021-10-04 20:17:17,37.86889166666667,-122.25821111111112,14.4841,GRMN_Bancroft_105.MP4,GRMN_Bancroft_105_1800.jpg,bus,1,0.4463541805744171,0.5768518447875977,0.0729166641831398,0.1611111164093017,0.9115943312644958,0.011747685171387797,False,2021,10,4,1,13,2021-10-04
2021-10-04 20:16:28,37.869213888888886,-122.255625,19.3121,GRMN_Bancroft_105.MP4,GRMN_Bancroft_105_270.jpg,fedex_truck,4,0.852343738079071,0.729629635810852,0.2953124940395355,0.3685185313224792,0.8855446577072144,0.10882812658462802,False,2021,10,4,1,13,2021-10-04
2021-10-04 20:16:37,37.86915277777778,-122.25616944444444,17.7027,GRMN_Bancroft_105.MP4,GRMN_Bancroft_105_551.jpg,fedex_truck,4,0.836718738079071,0.6837962865829468,0.3265624940395355,0.4212962985038757,0.9143835306167604,0.13757956996905027,False,2021,10,4,1,13,2021-10-04
2021-11-15 19:54:17,37.868233333333336,-122.26353611111112,3.2187,GRMN_Bancroft_1053.MP4,GRMN_Bancroft_1053_1193.jpg,amazon_truck,6,0.1773437559604644,0.5689814686775208,0.2244791686534881,0.3342592716217041,0.8616796731948853,0.07503424340836061,False,2021,11,15,1,11,2021-11-15
2021-11-15 19:54:34,37.86815833333333,-122.26409444444444,17.7027,GRMN_Bancroft_1053.MP4,GRMN_Bancroft_1053_1692.jpg,fedex_truck,4,0.0838541686534881,0.5879629850387573,0.1635416597127914,0.2629629671573639,0.8675585389137268,0.043005400091915544,False,2021,11,15,1,11,2021-11-15
2021-11-15 19:55:17,37.867808333333336,-122.26673055555555,3.2187,GRMN_Bancroft_1054.MP4,GRMN_Bancroft_1054_1197.jpg,bus,1,0.4632812440395355,0.4754629731178283,0.1921875029802322,0.3657407462596893,0.927341639995575,0.07029080076177638,False,2021,11,15,1,11,2021-11-15
2021-11-15 19:54:44,37.86801111111111,-122.26496944444445,28.9681,GRMN_Bancroft_1054.MP4,GRMN_Bancroft_1054_194.jpg,fedex_truck,4,0.8580729365348816,0.6828703880310059,0.2828125059604645,0.412037044763565,0.8578794598579407,0.1165292291781279,True,2021,11,15,1,11,2021-11-15
2021-11-15 20:17:37,37.868433333333336,-122.2545138888889,14.4841,GRMN_Bancroft_1055.MP4,GRMN_Bancroft_1055_1800.jpg,amazon_truck,6,0.5127604007720947,0.4458333253860473,0.163020834326744,0.128703698515892,0.8680124878883362,0.02098138431299844,False,2021,11,15,1,12,2021-11-15
2021-11-15 20:17:41,37.86858055555555,-122.25452222222222,6.4374,GRMN_Bancroft_1056.MP4,GRMN_Bancroft_1056_78.jpg,amazon_truck,6,0.4130208194255829,0.444907397031784,0.2093749940395355,0.1675925999879837,0.8635693788528442,0.03508969962355434,False,2021,11,15,1,12,2021-11-15
2021-11-15 20:18:02,37.86914444444445,-122.254575,8.0467,GRMN_Bancroft_1056.MP4,GRMN_Bancroft_1056_715.jpg,fedex_truck,4,0.3255208432674408,0.4759259223937988,0.2791666686534881,0.2092592567205429,0.8749036192893982,0.058418209583579,False,2021,11,15,1,12,2021-11-15
2021-11-15 20:18:11,37.869275,-122.25463333333332,9.656,GRMN_Bancroft_1056.MP4,GRMN_Bancroft_1056_960.jpg,fedex_truck,4,0.7559896111488342,0.5148147940635681,0.4817708432674408,0.5222222208976746,0.9391635656356812,0.2515914397348684,False,2021,11,15,1,12,2021-11-15
2021-10-04 20:17:43,37.868805555555554,-122.2594,4.828,GRMN_Bancroft_106.MP4,GRMN_Bancroft_106_720.jpg,bus,1,0.46484375,0.572685182094574,0.2953124940395355,0.5675926208496094,0.929732084274292,0.16761719246153461,False,2021,10,4,1,13,2021-10-04
2021-10-04 20:17:25,37.86886666666667,-122.25861944444443,16.0934,GRMN_Bancroft_106.MP4,GRMN_Bancroft_106_199.jpg,ups_truck,5,0.8643229007720947,0.4782407283782959,0.2682291567325592,0.8601852059364319,0.863418459892273,0.2307267524221519,True,2021,10,4,1,13,2021-10-04
2021-11-15 20:22:37,37.868744444444445,-122.25982777777776,9.656,GRMN_Bancroft_1060.MP4,GRMN_Bancroft_1060_1800.jpg,bus,1,0.4518229067325592,0.4606481492519378,0.0994791686534881,0.1972222179174423,0.9230487942695618,0.019619502278424225,False,2021,11,15,1,12,2021-11-15
2021-11-15 20:22:50,37.86863611111111,-122.26015555555556,6.4374,GRMN_Bancroft_1061.MP4,GRMN_Bancroft_1061_331.jpg,bus,1,0.8960937261581421,0.5208333134651184,0.2057291716337204,0.7564814686775208,0.8888742923736572,0.15563030590728655,False,2021,11,15,1,12,2021-11-15
2021-11-15 20:22:51,37.868633333333335,-122.26018611111112,6.4374,GRMN_Bancroft_1061.MP4,GRMN_Bancroft_1061_360.jpg,ups_truck,5,0.1195312514901161,0.4074074029922485,0.2390625029802322,0.7166666388511658,0.8599516153335571,0.1713281204861898,False,2021,11,15,1,12,2021-11-15
2021-11-15 20:24:30,37.867802777777776,-122.26655277777778,22.5308,GRMN_Bancroft_1062.MP4,GRMN_Bancroft_1062_1539.jpg,amazon_truck,6,0.1348958313465118,0.4097222089767456,0.2677083313465118,0.6731481552124023,0.8806071281433105,0.18020736938089496,False,2021,11,15,1,12,2021-11-15
2021-11-15 20:23:56,37.86808055555556,-122.26478888888887,19.3121,GRMN_Bancroft_1062.MP4,GRMN_Bancroft_1062_534.jpg,bus,1,0.4924479126930237,0.4810185134410858,0.1036458313465118,0.1916666626930236,0.8801352381706238,0.019865450596229888,False,2021,11,15,1,12,2021-11-15
2021-11-15 20:24:36,37.86776944444445,-122.26698888888887,20.9214,GRMN_Bancroft_1062.MP4,GRMN_Bancroft_1062_1710.jpg,bus,1,0.1007812470197677,0.4888888895511627,0.2005208283662796,0.4018518626689911,0.9025695323944092,0.08057966838291852,False,2021,11,15,1,12,2021-11-15
2021-11-15 20:45:50,37.86842222222222,-122.25454722222224,22.5308,GRMN_Bancroft_1064.MP4,GRMN_Bancroft_1064_274.jpg,fedex_truck,4,0.8218749761581421,0.6879629492759705,0.3552083373069763,0.4166666567325592,0.8691450357437134,0.148003470349229,False,2021,11,15,1,12,2021-11-15
2021-11-15 20:47:37,37.86896111111111,-122.2576888888889,37.0148,GRMN_Bancroft_1065.MP4,GRMN_Bancroft_1065_1691.jpg,amazon_truck,6,0.0940104201436042,0.5365740656852722,0.1880208402872085,0.297222226858139,0.8726503849029541,0.0558839728459026,False,2021,11,15,1,12,2021-11-15
2021-11-15 20:47:44,37.86885555555556,-122.25854722222222,33.7961,GRMN_Bancroft_1066.MP4,GRMN_Bancroft_1066_96.jpg,bus,1,0.844531238079071,0.4875000119209289,0.3057291805744171,0.8472222089767456,0.8660839796066284,0.259020551714908,False,2021,11,15,1,12,2021-11-15
2021-11-15 20:47:43,37.86886944444444,-122.258425,33.7961,GRMN_Bancroft_1066.MP4,GRMN_Bancroft_1066_84.jpg,ups_truck,5,0.800000011920929,0.5231481194496155,0.4000000059604645,0.770370364189148,0.9267456531524658,0.30814815026742437,True,2021,11,15,1,12,2021-11-15
2021-10-04 20:18:32,37.86876111111111,-122.25958333333334,1.6093,GRMN_Bancroft_107.MP4,GRMN_Bancroft_107_391.jpg,bus,1,0.4736979305744171,0.5731481313705444,0.3380208313465118,0.6166666746139526,0.938249170780182,0.20844618201669715,False,2021,10,4,1,13,2021-10-04
2021-11-15 20:53:08,37.868525,-122.26106388888888,16.0934,GRMN_Bancroft_1071.MP4,GRMN_Bancroft_1071_816.jpg,fedex_truck,4,0.12890625,0.5625,0.2578125,0.3657407462596893,0.8758742213249207,0.09429253614507614,False,2021,11,15,1,12,2021-11-15
2021-11-15 21:18:48,37.86740833333334,-122.25423888888888,8.0467,GRMN_Bancroft_1073.MP4,GRMN_Bancroft_1073_166.jpg,bus,1,0.12890625,0.4199074208736419,0.2578125,0.6120370626449585,0.9526962041854858,0.15779080521315336,False,2021,11,15,1,13,2021-11-15
2021-11-15 21:19:27,37.86842222222222,-122.25449722222224,20.9214,GRMN_Bancroft_1073.MP4,GRMN_Bancroft_1073_1334.jpg,fedex_truck,4,0.85546875,0.6995370388031006,0.2890625,0.3990740776062011,0.8641290664672852,0.11535735055804251,False,2021,11,15,1,13,2021-11-15
2021-11-15 21:20:51,37.86908888888889,-122.25642222222224,19.3121,GRMN_Bancroft_1075.MP4,GRMN_Bancroft_1075_259.jpg,amazon_truck,6,0.8643229007720947,0.6754629611968994,0.2713541686534881,0.4657407402992248,0.8978387117385864,0.12638069139195626,False,2021,11,15,1,13,2021-11-15
2021-11-15 21:21:38,37.868877777777776,-122.25845833333334,17.7027,GRMN_Bancroft_1075.MP4,GRMN_Bancroft_1075_1655.jpg,bus,1,0.7848958373069763,0.4712963104248047,0.4260416626930237,0.9425926208496094,0.909771203994751,0.40158372742894244,False,2021,11,15,1,13,2021-11-15
2021-11-15 21:20:45,37.86914166666666,-122.25604166666666,20.9214,GRMN_Bancroft_1075.MP4,GRMN_Bancroft_1075_75.jpg,fedex_truck,4,0.8143228888511658,0.6504629850387573,0.3713541626930237,0.4620370268821716,0.929989218711853,0.1715793732510029,False,2021,11,15,1,13,2021-11-15
2021-11-15 21:21:37,37.86888055555556,-122.25839722222224,17.7027,GRMN_Bancroft_1075.MP4,GRMN_Bancroft_1075_1646.jpg,ups_truck,5,0.7744791507720947,0.4995370507240295,0.4489583373069763,0.7324073910713196,0.93223774433136,0.32882040452672,True,2021,11,15,1,13,2021-11-15
2021-11-15 21:22:53,37.868458333333336,-122.26146944444444,19.3121,GRMN_Bancroft_1077.MP4,GRMN_Bancroft_1077_300.jpg,bus,1,0.5190104246139526,0.4736111164093017,0.0401041656732559,0.0750000029802322,0.8531031608581543,0.0030078125450139184,False,2021,11,15,1,13,2021-11-15
2021-11-15 21:22:59,37.86840555555556,-122.261975,27.3588,GRMN_Bancroft_1077.MP4,GRMN_Bancroft_1077_480.jpg,ups_truck,5,0.8627604246139526,0.5685185194015503,0.2723958194255829,0.6629629731178284,0.902466118335724,0.18058834231125154,True,2021,11,15,1,13,2021-11-15
2021-11-15 21:23:28,37.86815833333333,-122.26409722222222,3.2187,GRMN_Bancroft_1077.MP4,GRMN_Bancroft_1077_1357.jpg,ups_truck,5,0.1197916641831398,0.4634259343147278,0.234375,0.4064814746379852,0.8500116467475891,0.09526909561827777,False,2021,11,15,1,13,2021-11-15
